layer,mean,std,n
model.layers.4.mlp.gate_proj,-0.05991841112755051,0.04703123467332446,45088768
model.layers.4.mlp.up_proj,-0.05420586570497023,0.04155445087517289,45088768
model.layers.4.self_attn.k_proj,-0.08248707961763557,0.07247803964971572,16777216
model.layers.4.self_attn.o_proj,-0.04322476884800608,0.033788598887056966,16777216
model.layers.4.self_attn.q_proj,-0.08201850246967979,0.07639607796736608,16777216
model.layers.4.self_attn.v_proj,-0.04456473955178808,0.03408538940294087,16777216
model.layers.5.mlp.down_proj,-0.05418365002540583,0.04181675151510134,45088768
model.layers.5.mlp.gate_proj,-0.06009687008254121,0.04701171630630158,45088768
model.layers.5.mlp.up_proj,-0.054247392289230346,0.04159253918063158,45088768
model.layers.5.self_attn.k_proj,-0.08416246289914397,0.07293691828949382,16777216
model.layers.5.self_attn.o_proj,-0.04433550001601816,0.03473461582512224,16777216
model.layers.5.self_attn.q_proj,-0.08151833416559384,0.07119225497012723,16777216
model.layers.5.self_attn.v_proj,-0.04553577572028189,0.03520764598143266,16777216
model.layers.6.mlp.down_proj,-0.05387073821154001,0.04167754212807041,45088768
model.layers.6.mlp.gate_proj,-0.061031176257360084,0.04791429923536062,45088768
model.layers.6.mlp.up_proj,-0.05406649162885219,0.04144160096191599,45088768
model.layers.6.self_attn.k_proj,-0.0757676957338731,0.06706361937284668,16777216
model.layers.6.self_attn.o_proj,-0.04132889349261859,0.03254226895939426,16777216
model.layers.6.self_attn.q_proj,-0.07548365979675964,0.06878303457104787,16777216
model.layers.6.self_attn.v_proj,-0.04230191264855421,0.033081936141177035,16777216
model.layers.7.mlp.down_proj,-0.05398305698978474,0.041657245461544624,45088768
model.layers.7.mlp.gate_proj,-0.06090919561274648,0.04788343161053481,45088768
model.layers.7.mlp.up_proj,-0.054206063627938166,0.04148335806528123,45088768
model.layers.7.self_attn.k_proj,-0.07457967997589776,0.06564339588232694,16777216
model.layers.7.self_attn.o_proj,-0.04168814381756647,0.03282987479276397,16777216
model.layers.7.self_attn.q_proj,-0.07483208583175838,0.06715680155516283,16777216
model.layers.7.self_attn.v_proj,-0.042821815536854047,0.03371816811521059,16777216
model.layers.8.mlp.down_proj,-0.05460940097234629,0.04220143664222466,45088768
model.layers.8.mlp.gate_proj,-0.05987981238192946,0.047110368780329176,45088768
model.layers.8.mlp.up_proj,-0.054831524467539736,0.04204761698247118,45088768
model.layers.8.self_attn.k_proj,-0.0757098843712356,0.06617319178985233,16777216
model.layers.8.self_attn.o_proj,-0.04297899110713388,0.033336660391320806,16777216
model.layers.8.self_attn.q_proj,-0.07539843606468821,0.0671020855453287,16777216
model.layers.8.self_attn.v_proj,-0.04410377874921778,0.034151596009540694,16777216
model.layers.9.mlp.down_proj,-0.05513738097913522,0.04266772691051153,45088768
model.layers.9.mlp.gate_proj,-0.05921714279061551,0.04665699992650401,45088768
model.layers.9.mlp.up_proj,-0.05520501082958427,0.042336269811273926,45088768
model.layers.9.self_attn.k_proj,-0.0780202395300762,0.06683288936086103,16777216
model.layers.9.self_attn.o_proj,-0.04380806457356812,0.033957631994821096,16777216
model.layers.9.self_attn.q_proj,-0.07640444417063463,0.06535183791242356,16777216
model.layers.9.self_attn.v_proj,-0.044925412279440025,0.03493574383445649,16777216
