layer,mean,std,n
model.layers.6.mlp.down_proj,0.0012413941291621693,0.11211650933103824,12582912
model.layers.6.mlp.gate_proj,0.0009140122268339231,0.1340371025584977,12582912
model.layers.6.mlp.up_proj,0.0006923505091738964,0.11226635125604943,12582912
model.layers.6.self_attn.k_proj,0.001270352213850856,0.12492186351448971,2097152
model.layers.6.self_attn.o_proj,0.0012885026226285845,0.10644891985066898,4194304
model.layers.6.self_attn.q_proj,0.0013743122362939175,0.12706239487693988,4194304
model.layers.6.self_attn.v_proj,0.0013636107923957752,0.12324517964569759,2097152
model.layers.7.mlp.down_proj,0.0006342742331071349,0.10730433615703246,12582912
model.layers.7.mlp.gate_proj,0.00152882360074121,0.134417236506806,12582912
model.layers.7.mlp.up_proj,0.001008847466133981,0.11075420532283498,12582912
model.layers.7.self_attn.k_proj,0.0015611787125635601,0.11268875417953403,2097152
model.layers.7.self_attn.o_proj,-2.351465673200437e-05,0.10704915276412193,4194304
model.layers.7.self_attn.q_proj,0.0008680658056618995,0.1229983721392966,4194304
model.layers.7.self_attn.v_proj,0.00022067586178309284,0.1220366088615329,2097152
model.layers.8.mlp.down_proj,0.0007438988839870339,0.11128198590693598,12582912
model.layers.8.mlp.gate_proj,0.00030554689268077106,0.1301558394961969,12582912
model.layers.8.mlp.up_proj,0.0008607366847475836,0.11239518589622499,12582912
model.layers.8.self_attn.k_proj,0.0010276203311150311,0.12971297021693254,2097152
model.layers.8.self_attn.o_proj,0.001071112507588623,0.10495025885237741,4194304
model.layers.8.self_attn.q_proj,-0.0001755649764163536,0.12887536912612477,4194304
model.layers.8.self_attn.v_proj,0.0005785419889434706,0.12128473660331646,2097152
model.layers.9.mlp.down_proj,0.0006898003292311236,0.11289282430155714,12582912
model.layers.9.mlp.gate_proj,0.0006332033087043479,0.12995493651753134,12582912
model.layers.9.mlp.up_proj,0.0008833227614862456,0.11778295589431448,12582912
model.layers.9.self_attn.k_proj,-0.00017787025126381195,0.12701906673370797,2097152
model.layers.9.self_attn.o_proj,0.002031411092957569,0.10905850623373206,4194304
model.layers.9.self_attn.q_proj,0.0007256704207065923,0.131208845554075,4194304
model.layers.9.self_attn.v_proj,0.0010127456735062879,0.12367369457220108,2097152
