layer,mean,std,n
model.layers.26.self_attn.k_proj,-0.09679947410465199,0.0962677110429453,3145728
model.layers.26.self_attn.o_proj,-0.06104455326446138,0.04792267592164309,9437184
model.layers.26.self_attn.q_proj,-0.06912665993574288,0.06258876147069772,9437184
model.layers.26.self_attn.v_proj,-0.07886089740653308,0.06556397851452035,3145728
model.layers.27.mlp.down_proj,-0.059059172485603995,0.04811037520023531,25165824
model.layers.27.mlp.gate_proj,-0.06805156368523058,0.06038224240688473,25165824
model.layers.27.mlp.up_proj,-0.06441401428143459,0.05235653408757119,25165824
model.layers.27.self_attn.k_proj,-0.09035096298975986,0.08788189211608961,3145728
model.layers.27.self_attn.o_proj,-0.05951202103278774,0.04992385462666708,9437184
model.layers.27.self_attn.q_proj,-0.06919922732807512,0.0616519286842538,9437184
model.layers.27.self_attn.v_proj,-0.06919213385723803,0.059075917345093536,3145728
model.layers.3.mlp.down_proj,-0.05512532806028503,0.0432480116094219,25165824
model.layers.3.mlp.gate_proj,-0.06281608757982819,0.04983071150517078,25165824
model.layers.3.mlp.up_proj,-0.05508610063179731,0.042430640091210434,25165824
model.layers.3.self_attn.k_proj,-0.0998003277609314,0.08495145804750281,3145728
model.layers.3.self_attn.o_proj,-0.04564846088568528,0.03592555352506214,9437184
model.layers.3.self_attn.q_proj,-0.07828512243132638,0.06533171796432871,9437184
model.layers.3.self_attn.v_proj,-0.04345184692768574,0.03380170808127653,3145728
model.layers.4.mlp.down_proj,-0.05414728718464327,0.042845673070306727,25165824
model.layers.4.mlp.gate_proj,-0.06612103774599139,0.05223627175076221,25165824
model.layers.4.mlp.up_proj,-0.054710016533438946,0.04319661476237601,25165824
model.layers.4.self_attn.k_proj,-0.10086990532454365,0.08886699173248448,3145728
model.layers.4.self_attn.o_proj,-0.04632370789497347,0.03771463106811824,9437184
model.layers.4.self_attn.q_proj,-0.07952147159024511,0.07124790905015668,9437184
model.layers.4.self_attn.v_proj,-0.04604758971254341,0.03624186164413434,3145728
model.layers.5.mlp.down_proj,-0.054850742241759086,0.04421906552952528,25165824
model.layers.5.mlp.gate_proj,-0.06483672964592793,0.051001223565262745,25165824
model.layers.5.mlp.up_proj,-0.05512700554042264,0.04316085691788431,25165824
model.layers.5.self_attn.k_proj,-0.10350199658660131,0.09931258395966222,3145728
model.layers.5.self_attn.o_proj,-0.042202329225397586,0.03369293060055729,9437184
model.layers.5.self_attn.q_proj,-0.07951492454008581,0.06934543219585167,9437184
model.layers.5.self_attn.v_proj,-0.038762943776722146,0.030170788621774768,3145728
model.layers.6.mlp.down_proj,-0.054658469310652436,0.04284378387541775,25165824
model.layers.6.mlp.gate_proj,-0.06386206143323155,0.050798277568360924,25165824
model.layers.6.mlp.up_proj,-0.05489335233111585,0.042325108564515816,25165824
model.layers.6.self_attn.k_proj,-0.09976946803726605,0.08383786407232442,3145728
model.layers.6.self_attn.o_proj,-0.04369193872470431,0.03454443423485654,9437184
model.layers.6.self_attn.q_proj,-0.07822467992264137,0.0671615066696195,9437184
model.layers.6.self_attn.v_proj,-0.04101350615140594,0.03151322718838021,3145728
model.layers.7.mlp.down_proj,-0.05610577610934797,0.04454053717071027,25165824
model.layers.7.mlp.gate_proj,-0.06215543887878994,0.04948096902363259,25165824
model.layers.7.mlp.up_proj,-0.05565741883788178,0.043406585402329764,25165824
model.layers.7.self_attn.k_proj,-0.10113946768554645,0.08450181868834074,3145728
model.layers.7.self_attn.o_proj,-0.04387278338466179,0.035272585183242736,9437184
model.layers.7.self_attn.q_proj,-0.0753889601427444,0.06402920769337953,9437184
